speaker,start,stop,duration,country,family,recipient,theme,round,speech_act,utterance,age
father,531330,535340,4010,Brazil,B14,c,12,72,a,cade a barriga senta direito e mostra a barriga...cade a barriga,2.8876712328767122
mother,536110,537301,1191,Brazil,B14,c,12,73,a,naop ta cheia nao,2.8876712328767122
father,537034,538793,1759,Brazil,B14,c,12,74,a,nao falta mais um pouquinho para encher,2.8876712328767122
child,538591,539955,1364,Brazil,B14,f,12,75,a,hum,2.8876712328767122
mother,538963,539838,875,Brazil,B14,c,12,76,a,mais um pouquinho,2.8876712328767122
father,539945,540342,397,Brazil,B14,c,12,77,q,ta,2.8876712328767122
mother,541080,543270,2190,Brazil,B14,c,12,78,a,para agente ir la na casa da prima da person,2.8876712328767122
father,542370,543847,1477,Brazil,B14,c,12,79,a,senao nao vai na person,2.8876712328767122
child,544077,544795,718,Brazil,B14,f,12,80,a,nao quero nao,2.8876712328767122
father,544702,545829,1127,Brazil,B14,c,12,81,a,nao vai no iguarape,2.8876712328767122
child,546210,547640,1430,Brazil,B14,f,12,82,a,nao quero??? no iguarape,2.8876712328767122
father,548261,552350,4089,Brazil,B14,c,12,83,a,nao vai brincar de nao vai brincar de carro,2.8876712328767122
child,551270,553190,1920,Brazil,B14,f,12,84,a,hm...nao,2.8876712328767122
father,555410,556220,810,Brazil,B14,c,12,85,a,com o avo person,2.8876712328767122
child,557130,557455,325,Brazil,B14,f,12,86,a,nao,2.8876712328767122
father,559708,561270,1562,Brazil,B14,c,12,87,a,nao vai comer,2.8876712328767122
father,563667,564219,552,Brazil,B14,c,12,88,a,banana,2.8876712328767122
child,564650,565170,520,Brazil,B14,f,12,89,a,nao,2.8876712328767122
father,565540,567040,1500,Brazil,B14,c,12,90,a,ei para com esse negocio de nao,2.8876712328767122
child,567410,572000,4590,Brazil,B14,f,12,91,a,nao...olha la o??,2.8876712328767122
child,573870,576097,2227,Brazil,B14,f,12,92,a,oh nao??? uma pipa,2.8876712328767122
father,571789,573619,1830,Brazil,B14,c,13,1,a,e a camera esta gravando,2.8876712328767122
father,576259,580310,4051,Brazil,B14,c,13,2,q,a e uma pipa onde tme uma pipa...e mesmo filho uma pipa,2.8876712328767122
child,580594,582186,1592,Brazil,B14,c,13,3,a,???,2.8876712328767122
father,581311,582488,1177,Brazil,B14,NA,13,4,q,"bora ver a pipa bora ,c",2.8876712328767122
child,583100,584080,980,Brazil,B14,c,13,5,a,nao nao,2.8876712328767122
father,583234,592310,9076,Brazil,B14,c,13,6,a,bora ver a pipa toma para agente ver a pipa...para agente ver a pipa...??? a pipa la oh...uma pipa,2.8876712328767122
father,594540,596028,1488,Brazil,B14,c,13,7,q,duas pipas ne ou e so uma,2.8876712328767122
child,596330,597050,720,Brazil,B14,f,13,8,a,???,2.8876712328767122
father,597210,598110,900,Brazil,B14,c,13,9,q,hum,2.8876712328767122
child,597439,598790,1351,Brazil,B14,f,13,10,a,???,2.8876712328767122
silence,2055,2260,205,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,2110,4360,2250,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,2820,3280,460,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,5273,6156,883,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,6572,6950,378,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father_gesture,7348,8857,1509,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
child_gesture,7560,9480,1920,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,7590,8720,1130,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,11970,14711,2741,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,16285,17280,995,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,18674,21650,2976,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,22871,24173,1302,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,32137,35850,3713,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
father_gesture,34392,34689,297,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,34890,35020,130,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,38152,40180,2028,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,40850,45440,4590,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,45745,47110,1365,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
father,45948,48370,2422,Brazil,B14,c,NA,NA,q,mais tarde mais tarde nos vai brincar ali na tenda nao e,2.8876712328767122
father_gesture,47547,48009,462,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,48370,49230,860,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,49650,50850,1200,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,49680,52985,3305,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,53284,56742,3458,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,55550,55582,32,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,56174,56328,154,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,56903,67700,10797,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,69440,72970,3530,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,73935,74561,626,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,75284,75790,506,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,76069,76818,749,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,77330,79301,1971,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,77784,79024,1240,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,79701,82190,2489,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,85960,95630,9670,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,96120,99990,3870,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,100800,101396,596,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,101862,102340,478,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,103220,103773,553,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,105262,105590,328,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,106000,108328,2328,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,111628,113215,1587,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
father_gesture,112650,113190,540,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
child_gesture,114482,114897,415,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,114900,120686,5786,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,121817,122780,963,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,123935,127540,3605,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
mother_gesture,126881,127840,959,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,128141,128601,460,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,128503,137110,8607,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,129257,129365,108,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father_gesture,129621,129919,298,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
mother_gesture,129667,130130,463,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,130270,130950,680,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
mother_gesture,131090,131495,405,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,132710,133260,550,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,136212,136220,8,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,136770,139030,2260,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,139460,142832,3372,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,139870,140080,210,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,142275,143606,1331,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,148708,148930,222,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,150170,150501,331,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,152420,152610,190,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,153470,154821,1351,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,158865,160944,2079,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,162308,183080,20772,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,185160,187561,2401,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,191370,199400,8030,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,201060,211350,10290,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,215952,216910,958,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,220537,220877,340,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,222938,223163,225,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,228020,228070,50,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,228570,228796,226,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,230159,232380,2221,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,233900,243533,9633,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,244365,247177,2812,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,249010,255980,6970,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,256830,261320,4490,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,262516,263530,1014,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,263100,264690,1590,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,265330,266450,1120,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,268170,270230,2060,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father_gesture,270973,271336,363,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,271620,272190,570,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,273494,273690,196,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,274102,274417,315,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,279770,280077,307,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,283600,287980,4380,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,288640,289200,560,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,291420,294620,3200,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,295680,295960,280,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,297450,297920,470,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,299280,309990,10710,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,311520,315702,4182,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,316419,322920,6501,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,325471,328060,2589,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,327290,328860,1570,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,330070,330170,100,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father_gesture,331022,331566,544,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,331660,332590,930,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,333921,334880,959,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,335877,337232,1355,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,349720,353990,4270,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,355718,357340,1622,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,357980,359620,1640,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,362440,363860,1420,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father_gesture,363380,363979,599,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
father_gesture,364542,365110,568,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,367500,367504,4,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,368652,369460,808,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,370757,371280,523,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,371980,372573,593,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,373559,376330,2771,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,377939,378950,1011,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,381260,381582,322,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,382341,383890,1549,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,387310,388423,1113,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,388937,389510,573,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,390080,391180,1100,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,393050,393260,210,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
mother_gesture,398419,398820,401,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,399920,400988,1068,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,410215,410842,627,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,410550,411429,879,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
mother_gesture,412229,414990,2761,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,413579,413800,221,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,416147,417269,1122,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,420212,421830,1618,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,422540,422870,330,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,425376,425397,21,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,426340,427493,1153,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,430280,430759,479,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,438290,438413,123,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,439136,439210,74,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,441460,442009,549,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,445810,446328,518,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,446780,450330,3550,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,451730,451883,153,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,452529,452857,328,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,456370,456610,240,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,457440,457683,243,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,461110,461500,390,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,463540,463694,154,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,465060,465270,210,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,466730,466974,244,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,468866,468880,14,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,469445,469598,153,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,472990,473050,60,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,473630,476967,3337,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,477950,481486,3536,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,482920,487620,4700,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,490230,495367,5137,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,497330,497630,300,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,501300,501774,474,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,502241,502355,114,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,504097,504450,353,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,505080,505480,400,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,506381,508000,1619,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,508750,510870,2120,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,514380,514710,330,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,516110,516670,560,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,517327,520570,3243,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,523220,523560,340,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,527500,527530,30,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,529314,529331,17,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,535340,536110,770,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,540342,541080,738,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,543847,544077,230,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,545829,546210,381,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,547640,548261,621,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,553190,555410,2220,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,556220,557130,910,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,557455,559708,2253,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,561270,563667,2397,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,564219,564650,431,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,565170,565540,370,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,567040,567410,370,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,570292,571865,1573,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
father_gesture,572000,572490,490,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,573619,573870,251,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
child_gesture,574290,576070,1780,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,576097,576259,162,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,580310,580594,284,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,582488,583100,612,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father_gesture,589410,592960,3550,Brazil,B14,NA,NA,NA,NA,point,2.8876712328767122
silence,592310,594540,2230,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,596028,596330,302,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
silence,597050,597210,160,Brazil,B14,NA,NA,NA,NA,NA,2.8876712328767122
father,393,6170,5777,Brazil,B15,b,1,1,a,??? voce???...?? sendo gravado??? ela vai ficar ai e?,2.654794520547945
mother,19590,21080,1490,Brazil,B15,o,2,1,i,vem ca???  vem,2.654794520547945
mother,30350,32510,2160,Brazil,B15,o,2,2,a,come isso aqui olha???,2.654794520547945
father,35446,49330,13884,Brazil,B15,m,3,1,a,??? gente na faculdade ???...???...??? e isso e uma palestra???...???...hum,2.654794520547945
father,52320,56294,3974,Brazil,B15,m,3,2,a,??? tem que ser??? tem que ser,2.654794520547945
mother,57080,59687,2607,Brazil,B15,f,3,3,a,??? cobrar o???,2.654794520547945
father,59750,61780,2030,Brazil,B15,m,3,4,q,???ingindo que nao esta sendo gravada e,2.654794520547945
father,67620,69940,2320,Brazil,B15,m,3,5,a,como e que ???  estou falando,2.654794520547945
mother,69933,71160,1227,Brazil,B15,f,3,6,a,ta falando???,2.654794520547945
father,71800,73611,1811,Brazil,B15,m,3,7,a,???nao vale a pena falar???,2.654794520547945
mother,73900,74680,780,Brazil,B15,f,3,8,a,nao,2.654794520547945
child,62167,65586,3419,Brazil,B15,f,4,1,a,pai??? quero um copo,2.654794520547945
father,65542,66351,809,Brazil,B15,c,4,2,i,come,2.654794520547945
child,74696,76443,1747,Brazil,B15,b,5,1,a,???,2.654794520547945
child,79670,81654,1984,Brazil,B15,b,5,2,a,quero um???,2.654794520547945
father,82020,83334,1314,Brazil,B15,c,5,3,a,???,2.654794520547945
child,84060,84952,892,Brazil,B15,b,5,4,a,quero???,2.654794520547945
mother,84219,84932,713,Brazil,B15,c,5,5,a,quer o que,2.654794520547945
child,85547,87110,1563,Brazil,B15,m,5,6,a,eu quero carne,2.654794520547945
mother,88210,92220,4010,Brazil,B15,c,5,7,a,depois tu vai comer a carne...cade a fralda,2.654794520547945
mother,99050,99980,930,Brazil,B15,c,5,8,i,limpa o nariz,2.654794520547945
father,108410,110614,2204,Brazil,B15,m,6,1,a,eu falei com o ???  foi obra,2.654794520547945
father,114650,115206,556,Brazil,B15,m,6,2,a,???,2.654794520547945
father,119150,120430,1280,Brazil,B15,m,6,3,q,e o que mesmo o???,2.654794520547945
mother,124966,126476,1510,Brazil,B15,f,6,4,a,ta???,2.654794520547945
mother,129510,130290,780,Brazil,B15,f,6,5,a,???,2.654794520547945
father,130940,137460,6520,Brazil,B15,m,6,6,a,???deixa eu te explicar para tu entender???,2.654794520547945
mother,138361,140210,1849,Brazil,B15,f,6,7,a,ela nao vai querer,2.654794520547945
father,140367,141560,1193,Brazil,B15,m,6,8,q,vai querer o meu e,2.654794520547945
child,113770,114780,1010,Brazil,B15,b,7,1,a,???,2.654794520547945
child,121870,124670,2800,Brazil,B15,b,7,2,a,olha aqui???,2.654794520547945
child,148130,150495,2365,Brazil,B15,m,8,1,a,??? eu quero um pouco,2.654794520547945
mother,151290,155295,4005,Brazil,B15,c,8,2,a,come esse ai???  mamae faz uma farofa para tu comer com galinha,2.654794520547945
child,156337,158400,2063,Brazil,B15,m,8,3,q,com galinha,2.654794520547945
mother,158235,164680,6445,Brazil,B15,c,8,4,q,sim quer... come primeiro isso ai... ??? farofa que nem aquele dia,2.654794520547945
child,165550,166390,840,Brazil,B15,m,8,5,a,???,2.654794520547945
mother,165734,168098,2364,Brazil,B15,c,8,6,a,??? feijao???farofa???,2.654794520547945
mother,172793,177110,4317,Brazil,B15,c,8,7,i,nao adianta fazer comida para voce??? coma???,2.654794520547945
mother,179203,180490,1287,Brazil,B15,c,8,8,a,a nossa???,2.654794520547945
child,180710,184073,3363,Brazil,B15,m,8,9,a,oi e???coisa???,2.654794520547945
mother,185100,185900,800,Brazil,B15,c,8,10,a,voce nao pode,2.654794520547945
child,185120,186630,1510,Brazil,B15,m,8,11,a,eu quero cola,2.654794520547945
mother,186638,190230,3592,Brazil,B15,c,8,12,a,voce nao pode estar comendo.???essa agua nao????olha so essa barriga,2.654794520547945
mother,195670,200070,4400,Brazil,B15,c,8,13,a,nao adiata fazer comida maneira para voce e voce nao querer comer???,2.654794520547945
mother,205840,206830,990,Brazil,B15,c,8,14,a,???,2.654794520547945
child,208530,209749,1219,Brazil,B15,m,8,15,a,quero agua,2.654794520547945
mother,211259,212452,1193,Brazil,B15,c,8,16,q,de novo,2.654794520547945
child,214500,217298,2798,Brazil,B15,f,8,17,a,??? quero agua pai,2.654794520547945
mother,217933,219822,1889,Brazil,B15,c,8,18,a,calma minha filha calma,2.654794520547945
child,220376,222850,2474,Brazil,B15,f,8,19,a,pai quero agua,2.654794520547945
father,224180,224690,510,Brazil,B15,c,8,20,a,toma,2.654794520547945
mother,230040,235250,5210,Brazil,B15,o,8,21,a,quer para??? buscar refrigerante... fica quieta ai,2.654794520547945
mother,239898,243581,3683,Brazil,B15,o,8,22,a,???,2.654794520547945
father,246660,251070,4410,Brazil,B15,m,8,23,a,???...??? ai,2.654794520547945
mother,251094,251798,704,Brazil,B15,f,8,24,a,hum,2.654794520547945
mother,254660,256170,1510,Brazil,B15,o,8,25,a,mamae esta enchendo???,2.654794520547945
mother,262980,263660,680,Brazil,B15,c,8,26,q,que diz,2.654794520547945
child,265378,266908,1530,Brazil,B15,m,8,27,a,aqui oi oh,2.654794520547945
mother,272088,273155,1067,Brazil,B15,c,8,28,a,oi caiu,2.654794520547945
mother,278720,284780,6060,Brazil,B15,c,8,29,a,pronto come ai come que a mae faz farofa...com frango???...,2.654794520547945
mother,285720,288271,2551,Brazil,B15,f,8,30,a,essa ta enchendo a barriga so de agua,2.654794520547945
father,190969,191542,573,Brazil,B15,o,9,1,a,hum,2.654794520547945
father,287802,291920,4118,Brazil,B15,m,9,2,a,???... so e???,2.654794520547945
mother,294018,298130,4112,Brazil,B15,f,9,3,a,???,2.654794520547945
father,298770,299642,872,Brazil,B15,m,9,4,q,ai e,2.654794520547945
mother,300400,301941,1541,Brazil,B15,f,9,5,a,eu acho que nao???,2.654794520547945
father,302033,306890,4857,Brazil,B15,m,9,6,a,??? tres e meia...???,2.654794520547945
mother,306052,306625,573,Brazil,B15,f,9,7,a,???,2.654794520547945
father,309670,321940,12270,Brazil,B15,m,9,8,a,vou acabar de lascar??? anda filha??? sei la??? me viu la???... novecentos e coucos que era para pagar para ela???do coitadinho,2.654794520547945
father,327690,328770,1080,Brazil,B15,m,9,9,a,???,2.654794520547945
mother,331697,334248,2551,Brazil,B15,f,9,10,a,???,2.654794520547945
mother,343560,344160,600,Brazil,B15,f,9,11,q,nao e???,2.654794520547945
father,352890,354920,2030,Brazil,B15,m,9,12,a,???,2.654794520547945
father,367780,370564,2784,Brazil,B15,m,9,13,a,se voce???problema???,2.654794520547945
mother,373000,374973,1973,Brazil,B15,f,9,14,a,???,2.654794520547945
mother,379297,384740,5443,Brazil,B15,f,9,15,a,??? para comprar nao...??? e nao comprou,2.654794520547945
father,394040,396210,2170,Brazil,B15,m,9,16,a,??? cafe ???,2.654794520547945
mother,396200,401320,5120,Brazil,B15,f,9,17,a,comprou para a???...??? comprou nao comprou so para a person,2.654794520547945
mother,363680,365058,1378,Brazil,B15,c,10,1,a,??? aqui agua,2.654794520547945
child,402450,405015,2565,Brazil,B15,f,11,1,a,eh eu quero agua,2.654794520547945
mother,405020,406030,1010,Brazil,B15,c,11,2,a,de novo,2.654794520547945
child,410850,414063,3213,Brazil,B15,f,11,3,a,pa quero agua???,2.654794520547945
mother,414930,417975,3045,Brazil,B15,c,11,4,a,come essa tua comida ai tu ja bebeu agua mais de mil vezes ai,2.654794520547945
mother,420370,421089,719,Brazil,B15,c,11,5,i,toma carne,2.654794520547945
father,428000,430260,2260,Brazil,B15,c,11,6,i,da logo essa agua aqui oh menino jumento,2.654794520547945
father,443892,444623,731,Brazil,B15,m,12,1,a,???,2.654794520547945
mother,447410,448264,854,Brazil,B15,f,12,2,a,??? oh,2.654794520547945
mother,450573,452076,1503,Brazil,B15,f,12,3,a,??? nao quer nao comer,2.654794520547945
mother,454010,454762,752,Brazil,B15,o,12,4,a,ta cheio,2.654794520547945
father,455199,456157,958,Brazil,B15,m,12,5,q,comeu o arroz,2.654794520547945
father,458760,463480,4720,Brazil,B15,o,12,6,i,come...toma toma aqui oh hey,2.654794520547945
father,468935,470890,1955,Brazil,B15,o,12,7,i,???eh???,2.654794520547945
