speaker,start,stop,duration,country,family,recipient,theme,round,speech_act,utterance,age
father,472200,473090,890,Brazil,B15,m,12,8,a,fazendo careta,2.654794520547945
mother,481600,482120,520,Brazil,B15,c,12,9,i,???come,2.654794520547945
father,501410,502450,1040,Brazil,B15,m,12,10,a,???nao ta a comer,2.654794520547945
child,478697,479257,560,Brazil,B15,m,13,1,a,ah,2.654794520547945
mother,484260,486210,1950,Brazil,B15,c,13,2,i,come...a canja,2.654794520547945
child,490030,491260,1230,Brazil,B15,m,13,3,q,e canja de que,2.654794520547945
mother,491360,492450,1090,Brazil,B15,c,13,4,a,e canja de galinha,2.654794520547945
child,493630,494350,720,Brazil,B15,m,13,5,q,galinha,2.654794520547945
child,496940,498817,1877,Brazil,B15,m,13,6,q,canja de galinha mae e,2.654794520547945
mother,502470,503280,810,Brazil,B15,f,13,7,a,???pocha???,2.654794520547945
mother,506237,510951,4714,Brazil,B15,f,13,8,a,???barriga???comida???para ela???,2.654794520547945
mother,513107,515200,2093,Brazil,B15,f,13,9,a,nao adianta??? eu acho???,2.654794520547945
child,517720,518760,1040,Brazil,B15,f,14,1,a,pai,2.654794520547945
father,519720,520328,608,Brazil,B15,c,14,2,a,oi,2.654794520547945
mother,523641,528460,4819,Brazil,B15,c,14,3,i,come um pouquinho...ta quente nao,2.654794520547945
mother,533221,534224,1003,Brazil,B15,c,14,4,a,???,2.654794520547945
child,535240,535872,632,Brazil,B15,m,14,5,a,???,2.654794520547945
mother,536700,537695,995,Brazil,B15,c,14,6,a,???,2.654794520547945
father,548583,550318,1735,Brazil,B15,m,15,1,a,???falou???,2.654794520547945
mother,551474,552041,567,Brazil,B15,f,15,2,a,???,2.654794520547945
father,552077,555290,3213,Brazil,B15,m,15,3,a,???eu falei essas coisas???na tua cara???,2.654794520547945
mother,555200,556520,1320,Brazil,B15,f,15,4,a,???,2.654794520547945
father,557010,565840,8830,Brazil,B15,m,15,5,a,???arranjar um suco de cinco litros???,2.654794520547945
father,569820,570710,890,Brazil,B15,m,15,6,a,???,2.654794520547945
mother,570383,571089,706,Brazil,B15,f,15,7,a,hum,2.654794520547945
mother,573300,573940,640,Brazil,B15,f,15,8,a,???,2.654794520547945
father,577060,582590,5530,Brazil,B15,c,16,1,q,??? tu nao ta comendo nao ne,2.654794520547945
mother,587690,589750,2060,Brazil,B15,f,16,2,a,??? ta comendo nada??? cheio,2.654794520547945
father,594360,596160,1800,Brazil,B15,m,16,3,a,quer??? comida para ela???,2.654794520547945
mother,599388,599797,409,Brazil,B15,o,16,4,i,toma,2.654794520547945
child,589740,591772,2032,Brazil,B15,m,17,1,a,mae???,2.654794520547945
mother,592590,593680,1090,Brazil,B15,c,17,2,q,ainda ta quente,2.654794520547945
father_gesture,4873,6778,1905,Brazil,B15,NA,NA,NA,NA,point,2.654794520547945
silence,6170,19590,13420,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,21080,30350,9270,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,32510,35446,2936,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,49330,52320,2990,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,56294,57080,786,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,59687,59750,63,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,61780,62167,387,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,66351,67620,1269,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,71160,71800,640,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,73611,73900,289,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,74680,74696,16,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,76443,79670,3227,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,81654,82020,366,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,83334,84060,726,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,84952,85547,595,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,87110,88210,1100,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,92220,99050,6830,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,99980,108410,8430,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,110614,113770,3156,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,115206,119150,3944,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,120430,121870,1440,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,124670,124966,296,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,126476,129510,3034,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,130290,130940,650,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,137460,138361,901,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,140210,140367,157,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,141560,148130,6570,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,150495,151290,795,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
mother_gesture,151295,152286,991,Brazil,B15,NA,NA,NA,NA,point,2.654794520547945
silence,155295,156337,1042,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
mother_gesture,160352,160781,429,Brazil,B15,NA,NA,NA,NA,point,2.654794520547945
silence,164680,165550,870,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,168098,172793,4695,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,177110,179203,2093,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,180490,180710,220,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,184073,185100,1027,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,186630,186638,8,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,190230,190969,739,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,191542,195670,4128,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,200070,205840,5770,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,206830,208530,1700,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,209749,211259,1510,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,212452,214500,2048,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,217298,217933,635,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,219822,220376,554,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,222850,224180,1330,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,224690,225270,580,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
mother,225270,227890,2620,Brazil,B15,f,NA,NA,a,ela nao tem paciencia,2.654794520547945
silence,227890,230040,2150,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,235250,239898,4648,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,243581,246660,3079,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,251070,251094,24,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,251798,254660,2862,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,256170,262980,6810,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,263660,265378,1718,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
child_gesture,265399,269190,3791,Brazil,B15,NA,NA,NA,NA,point,2.654794520547945
silence,266908,272088,5180,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,273155,278720,5565,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,284780,285720,940,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,291920,294018,2098,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,298130,298770,640,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,299642,300400,758,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,301941,302033,92,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,306890,309670,2780,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,321940,327690,5750,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,328770,331697,2927,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,334248,343560,9312,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,344160,352890,8730,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,354920,363680,8760,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,365058,367780,2722,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,370564,373000,2436,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,374973,379297,4324,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,384740,394040,9300,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,401320,402450,1130,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,405015,405020,5,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,406030,410850,4820,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,414063,414930,867,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,417975,420370,2395,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,421089,428000,6911,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,430260,443892,13632,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,444623,447410,2787,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,448264,450573,2309,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,452076,454010,1934,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,454762,455199,437,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,456157,458760,2603,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,463480,468935,5455,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,470890,472200,1310,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,473090,478697,5607,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,479257,481600,2343,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,482120,484260,2140,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,486210,490030,3820,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,491260,491360,100,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,492450,493630,1180,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,494350,496940,2590,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,498817,501410,2593,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,502450,502470,20,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,503280,506237,2957,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,510951,513107,2156,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,515200,517720,2520,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,518760,519720,960,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,520328,523641,3313,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,528460,533221,4761,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,534224,535240,1016,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,535872,536700,828,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,537695,548583,10888,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,550318,551474,1156,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,552041,552077,36,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,556520,557010,490,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
father_gesture,557519,563880,6361,Brazil,B15,NA,NA,NA,NA,iconic,2.654794520547945
silence,565840,569820,3980,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,571089,573300,2211,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,573940,577060,3120,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,582590,587690,5100,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,591772,592590,818,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,593680,594360,680,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
silence,596160,599388,3228,Brazil,B15,NA,NA,NA,NA,NA,2.654794520547945
child,7530,8625,1095,Brazil,B16,b,1,1,a,??? essa colher,2.7616438356164386
mother,8844,13730,4886,Brazil,B16,c,1,2,i,ei come pede nao...e para comer??? olhando ali para a camera,2.7616438356164386
child,11411,12110,699,Brazil,B16,m,1,3,a,???,2.7616438356164386
mother,18320,19291,971,Brazil,B16,f,1,4,a,??? nao,2.7616438356164386
father,19317,22920,3603,Brazil,B16,m,1,5,q,??? enteada...cade a farinha,2.7616438356164386
father,24950,29520,4570,Brazil,B16,m,1,6,a,uma farinha dessa.???diz que a farinha e???...farinha bem???,2.7616438356164386
mother,29140,31013,1873,Brazil,B16,f,1,7,a,??? farinha e farofa,2.7616438356164386
father,33760,36810,3050,Brazil,B16,m,1,8,a,??? vender de graca...de graca??? na minha,2.7616438356164386
father,40890,43250,2360,Brazil,B16,m,1,9,a,??? o o o jeito da farinha???,2.7616438356164386
father,58670,65540,6870,Brazil,B16,m,1,10,q,olha o???...hum...deve ter o gosto ai nao e???,2.7616438356164386
mother,65530,66170,640,Brazil,B16,f,1,11,a,oh la oh,2.7616438356164386
father,66850,67631,781,Brazil,B16,m,1,12,a,molho???,2.7616438356164386
mother,67802,71970,4168,Brazil,B16,f,1,13,i,olha la... teu pa???. comendo e olhando,2.7616438356164386
mother,74390,76600,2210,Brazil,B16,f,1,14,a,vou pegar o copo nao e???,2.7616438356164386
father,86940,88700,1760,Brazil,B16,m,1,15,a,??? menina???,2.7616438356164386
child,43250,46120,2870,Brazil,B16,b,2,1,a,??? hum???,2.7616438356164386
child,51630,52290,660,Brazil,B16,b,2,2,a,ai,2.7616438356164386
child,78050,80660,2610,Brazil,B16,m,3,1,i,pega la mae um copo para mim beber agua,2.7616438356164386
child,95166,96783,1617,Brazil,B16,m,3,2,a,mae quero um copo,2.7616438356164386
mother,96641,97167,526,Brazil,B16,c,3,3,i,pera,2.7616438356164386
father,106400,109080,2680,Brazil,B16,m,4,1,a,ja pus gelo ai...ja pus gelo??? ai oh,2.7616438356164386
mother,108700,109590,890,Brazil,B16,f,4,2,a,... eu quero e esse,2.7616438356164386
father,116830,119600,2770,Brazil,B16,m,4,3,a,???derreter???o gelo derretido???,2.7616438356164386
mother,124273,126492,2219,Brazil,B16,f,4,4,q,onde voce botou la a chave,2.7616438356164386
father,130050,131119,1069,Brazil,B16,m,4,5,q,voce colocou nao e mother,2.7616438356164386
father,135400,136610,1210,Brazil,B16,m,4,6,a,???,2.7616438356164386
mother,136962,137296,334,Brazil,B16,f,4,7,a,hum,2.7616438356164386
father,138960,139894,934,Brazil,B16,m,4,8,q,para ca.??? ai tambem,2.7616438356164386
mother,140270,141050,780,Brazil,B16,f,4,9,a,todo o tempo,2.7616438356164386
father,141430,143010,1580,Brazil,B16,m,4,10,q,aqui todinho???e mentira viu,2.7616438356164386
mother,144085,147368,3283,Brazil,B16,f,4,11,a,??? esse negocio??? negocio,2.7616438356164386
father,148140,148710,570,Brazil,B16,c,4,12,i,da ai,2.7616438356164386
child,152730,154310,1580,Brazil,B16,f,4,13,a,???,2.7616438356164386
father,154570,155160,590,Brazil,B16,c,4,14,a,???,2.7616438356164386
father,157870,158280,410,Brazil,B16,o,4,15,i,toma,2.7616438356164386
mother,158147,160118,1971,Brazil,B16,f,4,16,a,ela ta querendo???nem a colher dentro,2.7616438356164386
mother,164083,164880,797,Brazil,B16,o,4,17,a,??? la oh,2.7616438356164386
mother,128518,129191,673,Brazil,B16,o,5,1,i,para com isso,2.7616438356164386
mother,175434,177050,1616,Brazil,B16,b,6,1,i,cade tua vasilha vai pegar a tua vasilha,2.7616438356164386
father,180540,183001,2461,Brazil,B16,m,6,2,a,e so descuidar na pimenta???,2.7616438356164386
child,181720,192250,10530,Brazil,B16,m,7,1,a,??? ta boa a cominda???...mae olha o que ela fez ali oh...em casa...em casa,2.7616438356164386
child,198110,201330,3220,Brazil,B16,b,7,2,a,???,2.7616438356164386
child,206810,220280,13470,Brazil,B16,f,7,3,q,pai tem??? tem…pai tem??? tem…tem…pai como e o teu nome…pai como e o teu nome,2.7616438356164386
father,221480,221981,501,Brazil,B16,c,7,4,a,???,2.7616438356164386
child,222958,223400,442,Brazil,B16,f,7,5,q,hum,2.7616438356164386
mother,225310,226303,993,Brazil,B16,c,7,6,a,o teu nome ne,2.7616438356164386
father,228160,229204,1044,Brazil,B16,m,7,7,a,??? nome???,2.7616438356164386
mother,230322,230870,548,Brazil,B16,f,7,8,q,que,2.7616438356164386
mother,251990,252600,610,Brazil,B16,o,7,9,a,olha,2.7616438356164386
father,259780,260300,520,Brazil,B16,o,7,10,a,???,2.7616438356164386
child,240840,245130,4290,Brazil,B16,b,8,1,a,???...humhum,2.7616438356164386
father,285110,286498,1388,Brazil,B16,m,8,2,q,ate depois nao e???,2.7616438356164386
father,299580,301040,1460,Brazil,B16,m,8,3,i,cade a agua bota agua dentro do copo ai,2.7616438356164386
mother,302570,303670,1100,Brazil,B16,o,8,4,a,ta queimando ta filho,2.7616438356164386
father,304010,305890,1880,Brazil,B16,m,8,5,a,???...??? catarro,2.7616438356164386
child,308256,311030,2774,Brazil,B16,m,8,6,i,bota ai bota ai,2.7616438356164386
mother,316336,316871,535,Brazil,B16,c,8,7,a,ta ai,2.7616438356164386
child,288520,289620,1100,Brazil,B16,b,9,1,a,???,2.7616438356164386
mother,334310,335621,1311,Brazil,B16,b,9,2,a,humhum,2.7616438356164386
mother,341980,344587,2607,Brazil,B16,f,9,3,a,???nao come o dela para tar perturbando os outros???,2.7616438356164386
child,360610,361383,773,Brazil,B16,m,10,1,a,mae???,2.7616438356164386
father,362215,363092,877,Brazil,B16,m,10,2,a,me da essa porra,2.7616438356164386
child,363200,369250,6050,Brazil,B16,m,10,3,a,mae mae eu quero???,2.7616438356164386
child,376860,377605,745,Brazil,B16,b,10,4,a,hum,2.7616438356164386
father,389170,394260,5090,Brazil,B16,c,11,1,a,humhum???...foi...ta ardendo ta,2.7616438356164386
child,394488,397689,3201,Brazil,B16,f,11,2,a,??? papai,2.7616438356164386
mother,397680,398050,370,Brazil,B16,c,11,3,i,come,2.7616438356164386
father,399334,402690,3356,Brazil,B16,m,11,4,q,???...cade o bago???,2.7616438356164386
child,412292,417310,5018,Brazil,B16,m,11,5,q,comida quer...da??? da??? comer e,2.7616438356164386
father,417150,418330,1180,Brazil,B16,c,11,6,q,quer molho quer molho ainda,2.7616438356164386
mother,420760,424030,3270,Brazil,B16,o,11,7,i,??? ta quieta??? toma???,2.7616438356164386
father,424890,425349,459,Brazil,B16,c,11,8,q,quer molho,2.7616438356164386
child,425860,426300,440,Brazil,B16,f,11,9,a,hum (no),2.7616438356164386
father,426615,428380,1765,Brazil,B16,c,11,10,q,quer mais nao...porque,2.7616438356164386
child,440640,441661,1021,Brazil,B16,o,12,1,a,???,2.7616438356164386
child,446987,455730,8743,Brazil,B16,o,12,2,i,??? da da...??? e mais salgada...??? garrafa,2.7616438356164386
child,457800,459930,2130,Brazil,B16,m,12,3,a,eh mae quero???,2.7616438356164386
mother,460400,461591,1191,Brazil,B16,c,12,4,q,hum,2.7616438356164386
child,461527,465420,3893,Brazil,B16,m,12,5,a,eu quero ser???...??? em casa,2.7616438356164386
child,469920,471807,1887,Brazil,B16,b,12,6,a,humhum,2.7616438356164386
father,470952,472176,1224,Brazil,B16,m,12,7,i,??? primeiro,2.7616438356164386
mother,472380,472904,524,Brazil,B16,f,12,8,q,hum,2.7616438356164386
father,472857,473880,1023,Brazil,B16,m,12,9,i,poe um pedaco para mim,2.7616438356164386
child,477984,482050,4066,Brazil,B16,m,12,10,a,mae mae???,2.7616438356164386
child,491420,492698,1278,Brazil,B16,m,12,11,a,mae quero???,2.7616438356164386
child,501020,502040,1020,Brazil,B16,m,12,12,q,???,2.7616438356164386
father,505819,506396,577,Brazil,B16,b,12,13,a,ai,2.7616438356164386
mother,514760,517360,2600,Brazil,B16,f,12,14,q,???que e isso???,2.7616438356164386
father,520326,521836,1510,Brazil,B16,m,12,15,a,se nao??? outro???,2.7616438356164386
child,511100,515200,4100,Brazil,B16,o,13,1,a,???da minha???...???,2.7616438356164386
child,518450,520430,1980,Brazil,B16,o,13,2,a,???,2.7616438356164386
child,528210,529940,1730,Brazil,B16,o,13,3,a,aqui??? para tu???,2.7616438356164386
mother,540630,543813,3183,Brazil,B16,f,14,1,a,??? filmar???,2.7616438356164386
father,547188,548560,1372,Brazil,B16,m,14,2,a,???,2.7616438356164386
mother,548950,563330,14380,Brazil,B16,f,14,3,a,entao...eu sai la??? ele e mais novo que o person...no tempo que ela foi buscar aquele negocio la no casarao la??? person,2.7616438356164386
child,547112,549666,2554,Brazil,B16,o,15,1,a,humhumhum,2.7616438356164386
father,579696,580475,779,Brazil,B16,c,16,1,i,come o feijao,2.7616438356164386
child,581280,582460,1180,Brazil,B16,f,16,2,a,quero comer nao,2.7616438356164386
mother,584520,585813,1293,Brazil,B16,f,16,3,q,porque que nao come???,2.7616438356164386
father,585854,587686,1832,Brazil,B16,m,16,4,a,hum ta???,2.7616438356164386
child,585859,588974,3115,Brazil,B16,b,16,5,a,???,2.7616438356164386
child,590150,596550,6400,Brazil,B16,b,16,6,a,hum...??? com o meu..???...???,2.7616438356164386
mother,595680,597200,1520,Brazil,B16,c,16,7,a,poe so um pouquinho para tu comer,2.7616438356164386
silence,8625,8844,219,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
mother_gesture,12429,13254,825,Brazil,B16,NA,NA,NA,NA,point,2.7616438356164386
silence,13730,18320,4590,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,19291,19317,26,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,22920,24950,2030,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,31013,33760,2747,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,36810,40890,4080,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,46120,51630,5510,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,52290,58670,6380,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
father_gesture,59216,59876,660,Brazil,B16,NA,NA,NA,NA,point,2.7616438356164386
father_gesture,64345,64906,561,Brazil,B16,NA,NA,NA,NA,point,2.7616438356164386
mother_gesture,65503,66196,693,Brazil,B16,NA,NA,NA,NA,point,2.7616438356164386
silence,66170,66850,680,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,67631,67802,171,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
mother_gesture,69699,70491,792,Brazil,B16,NA,NA,NA,NA,point,2.7616438356164386
silence,71970,74390,2420,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
silence,76600,78050,1450,Brazil,B16,NA,NA,NA,NA,NA,2.7616438356164386
